country,new_cases,tests_done,population,testing_rate,positivity_rate,Week,deaths,weekly_cfr,population_ce,testing_rate_ce,tests_done_ce,new_cases_ce,deaths_ce,positivity_rate_ce
Austria,3977,86241,8858775,973.509317,4.611495692,37,19,0.004777470455116922,-0.3677767704501799,0.07154763399421252,-0.13220411887863434,-0.008085533283999656,-0.24808833639106936,0.17019011325128508
Austria,4997,102617,8858775,1158.365575,4.869563523,38,11,0.0022013207924754855,-0.3677767704501799,0.21838062733055802,-0.06315265670351074,0.08512193353972985,-0.258981713917286,0.21523053416220253
Austria,4992,110816,8858775,1250.917875,4.504764655,39,22,0.004407051282051282,-0.3677767704501799,0.2918957541441899,-0.028580542733442436,0.08466503419255472,-0.2440033198187381,0.1515624105573421
Austria,5079,130874,8858775,1477.337442,3.880831945,40,22,0.0043315613309706635,-0.3677767704501799,0.47174285876603733,0.05599653520430973,0.09261508283340224,-0.2440033198187381,0.042667815792877276
Belgium,18,82,11455519,0.715812178,21.95121951,9,0,0.0,-0.2538486167204342,-0.7011510225542117,-0.4955043710492789,-0.3698584363772792,-0.2739601080158339,3.196481519721784
Belgium,324,4406,11455519,38.46181042,7.353608715,10,0,0.0,-0.2538486167204342,-0.6711690356401343,-0.47727168159854405,-0.3418961963301604,-0.2739601080158339,0.6487694242124732
Belgium,1198,9924,11455519,86.63073231,12.07174526,11,13,0.010851419031719533,-0.2538486167204342,-0.6329080264462054,-0.45400434108301324,-0.2620301904439451,-0.25625836953573183,1.4722229134696518
Belgium,3401,17066,11455519,148.9762271,19.92851283,12,157,0.04616289326668627,-0.2538486167204342,-0.5833864375095126,-0.4238892004592509,-0.060720338078576325,-0.06017757406383207,2.843459758375154
Belgium,7933,27141,11455519,236.92510130000002,29.22884197,13,679,0.08559183158956259,-0.2538486167204342,-0.513527853336789,-0.38140669670898397,0.3534132302009748,0.6506153095218046,4.466640522333569
Belgium,9712,38426,11455519,335.43656989999994,25.27455369,14,1484,0.1528006589785832,-0.2538486167204342,-0.4352793051459164,-0.33382207588300267,0.5159780179258913,1.7467614230973554,3.776501004191504
Belgium,11316,53517,11455519,467.1721988,21.144682999999997,15,1959,0.17311770943796395,-0.2538486167204342,-0.33064050671025297,-0.2701889777097741,0.6625513284996777,2.393555713716469,3.0557171952817397
Belgium,8044,65399,11455519,570.8951292,12.29988226,16,1742,0.2165589259075087,-0.2538486167204342,-0.2482524473985177,-0.22008703135139487,0.36355639570826304,2.0980728483178424,1.5120395247285499
Belgium,5941,105901,11455519,924.4539684,5.609956469,17,1233,0.20754081804410032,-0.2538486167204342,0.032582528067985755,-0.04930525796248082,0.1713845302863972,1.4049817032123078,0.3444508627792714
Belgium,3160,138836,11455519,1211.957311,2.276066726,18,761,0.2408227848101266,-0.2538486167204342,0.26094902669181286,0.08956930888764719,-0.0827428866124183,0.7622724291655253,-0.2374108776532682
Belgium,3073,146708,11455519,1280.6752800000002,2.094636966,19,562,0.18288317604946305,-0.2538486167204342,0.3155323293802414,0.12276258625956787,-0.09069293525326581,0.491299663200886,-0.2690757028447766
Belgium,2108,120385,11455519,1050.890841,1.7510487190000001,20,356,0.16888045540796964,-0.2538486167204342,0.13301247657394408,0.01176834842152568,-0.17887450925806875,0.2107951919008072,-0.32904194972242123
Belgium,1516,85575,11455519,747.0198426,1.771545428,21,231,0.15237467018469658,-0.2538486167204342,-0.1083549987060967,-0.1350123915831185,-0.2329713919636059,0.04058616805367198,-0.3254646716204923
Belgium,1170,87209,11455519,761.2837096,1.341604651,22,172,0.147008547008547,-0.2538486167204342,-0.09702508047221403,-0.1281224252180628,-0.2645888267881259,-0.039752491202175846,-0.40050197281301064
Belgium,843,75991,11455519,663.357112,1.1093418959999999,23,123,0.14590747330960854,-0.2538486167204342,-0.17480906035160645,-0.17542453212332274,-0.29447004409338035,-0.10647442855025285,-0.44103864957195665
Belgium,702,86874,11455519,758.3593549999999,0.808066855,24,67,0.09544159544159544,-0.2538486167204342,-0.0993479217118918,-0.1295349948216697,-0.3073546056837194,-0.18272807123376944,-0.49361999845225907
Belgium,670,88901,11455519,776.0538828,0.7536473159999999,25,37,0.05522388059701493,-0.2538486167204342,-0.08529299865623204,-0.12098789456342741,-0.3102787615056404,-0.2235782369570819,-0.5031178073532766
Belgium,603,93868,11455519,819.4128961,0.642391443,26,43,0.07131011608623548,-0.2538486167204342,-0.050852543246010455,-0.10004391479890379,-0.3164012127577873,-0.2154082038124194,-0.5225352269104301
